Time,Des_Pos_X,Des_Pos_Y,Des_Pos_Z,Quad_Pos_X,Quad_Pos_Y,Quad_Pos_Z,Vx,Vy,Vz,Alpha,Beta,GammaAlpha,GammaBeta,Fx,Fy,Fz
32.480000000,0.0000,0.0000,-1.5000,-0.0047,-0.0072,0.9690,-0.0012,-0.0046,0.0027,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.484000000,0.0000,0.0000,-1.5000,-0.0047,-0.0073,0.9691,-0.0014,-0.0036,0.0019,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.504000000,0.0000,0.0000,-1.5000,-0.0047,-0.0073,0.9691,-0.0014,-0.0036,0.0019,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.524000000,0.0000,0.0000,-1.5000,-0.0047,-0.0073,0.9691,-0.0014,-0.0036,0.0019,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.544000000,0.0000,0.0000,-1.5000,-0.0046,-0.0072,0.9691,-0.0009,-0.0034,0.0020,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.564000000,0.0000,0.0000,-1.5000,-0.0046,-0.0072,0.9691,-0.0009,-0.0034,0.0020,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.584000000,0.0000,0.0000,-1.5000,-0.0046,-0.0072,0.9692,-0.0006,-0.0034,0.0020,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
32.604000000,0.0000,0.0000,-1.5000,-0.0046,-0.0072,0.9692,-0.0011,-0.0031,0.0019,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
32.624000000,0.0000,0.0000,-1.5000,-0.0046,-0.0072,0.9692,-0.0011,-0.0031,0.0019,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.644000000,0.0000,0.0000,-1.5000,-0.0046,-0.0072,0.9692,-0.0011,-0.0035,0.0011,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.664000000,0.0000,0.0000,-1.5000,-0.0045,-0.0072,0.9692,-0.0008,-0.0023,0.0010,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.684000000,0.0000,0.0000,-1.5000,-0.0045,-0.0072,0.9692,-0.0008,-0.0023,0.0010,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.704000000,0.0000,0.0000,-1.5000,-0.0045,-0.0071,0.9691,-0.0009,-0.0020,0.0010,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.724000000,0.0000,0.0000,-1.5000,-0.0045,-0.0071,0.9691,-0.0009,-0.0020,0.0010,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.744000000,0.0000,0.0000,-1.5000,-0.0045,-0.0070,0.9691,-0.0012,-0.0023,0.0010,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
32.764000000,0.0000,0.0000,-1.5000,-0.0045,-0.0070,0.9690,-0.0011,-0.0019,0.0009,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
32.784000000,0.0000,0.0000,-1.5000,-0.0045,-0.0070,0.9690,-0.0011,-0.0019,0.0009,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.804000000,0.0000,0.0000,-1.5000,-0.0045,-0.0070,0.9690,-0.0003,-0.0021,0.0008,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.824000000,0.0000,0.0000,-1.5000,-0.0044,-0.0070,0.9690,-0.0004,-0.0023,0.0006,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.844000000,0.0000,0.0000,-1.5000,-0.0044,-0.0070,0.9690,-0.0004,-0.0023,0.0006,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.864000000,0.0000,0.0000,-1.5000,-0.0044,-0.0070,0.9690,-0.0005,-0.0025,0.0006,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.884000000,0.0000,0.0000,-1.5000,-0.0044,-0.0070,0.9690,-0.0005,-0.0025,0.0006,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.904000000,0.0000,0.0000,-1.5000,-0.0043,-0.0069,0.9689,-0.0003,-0.0024,0.0018,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.924000000,0.0000,0.0000,-1.5000,-0.0043,-0.0069,0.9689,-0.0005,-0.0028,0.0017,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
32.944000000,0.0000,0.0000,-1.5000,-0.0043,-0.0069,0.9688,-0.0003,-0.0030,0.0004,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.964000000,0.0000,0.0000,-1.5000,-0.0043,-0.0069,0.9688,-0.0003,-0.0030,0.0004,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.984000000,0.0000,0.0000,-1.5000,-0.0043,-0.0070,0.9686,-0.0015,-0.0039,-0.0022,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.004000000,0.0000,0.0000,-1.5000,-0.0043,-0.0070,0.9684,-0.0013,-0.0040,-0.0015,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.028000000,0.0000,0.0000,-1.5000,-0.0043,-0.0070,0.9684,-0.0013,-0.0040,-0.0015,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.044000000,0.0000,0.0000,-1.5000,-0.0043,-0.0070,0.9682,-0.0012,-0.0036,-0.0016,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.064000000,0.0000,0.0000,-1.5000,-0.0044,-0.0071,0.9679,-0.0032,-0.0031,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.084000000,0.0000,0.0000,-1.5000,-0.0044,-0.0071,0.9679,-0.0032,-0.0031,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.104000000,0.0000,0.0000,-1.5000,-0.0044,-0.0071,0.9679,-0.0032,-0.0031,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.124000000,0.0000,0.0000,-1.5000,-0.0045,-0.0071,0.9675,-0.0032,-0.0027,-0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.144000000,0.0000,0.0000,-1.5000,-0.0045,-0.0071,0.9675,-0.0032,-0.0027,-0.0061,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
33.164000000,0.0000,0.0000,-1.5000,-0.0046,-0.0071,0.9673,-0.0044,-0.0029,-0.0033,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
33.184000000,0.0000,0.0000,-1.5000,-0.0046,-0.0071,0.9673,-0.0044,-0.0029,-0.0033,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
33.208000000,0.0000,0.0000,-1.5000,-0.0046,-0.0071,0.9673,-0.0044,-0.0029,-0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.228000000,0.0000,0.0000,-1.5000,-0.0047,-0.0070,0.9671,-0.0043,-0.0026,-0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.244000000,0.0000,0.0000,-1.5000,-0.0048,-0.0070,0.9669,-0.0041,-0.0020,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.264000000,0.0000,0.0000,-1.5000,-0.0048,-0.0069,0.9667,-0.0042,-0.0019,-0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.284000000,0.0000,0.0000,-1.5000,-0.0048,-0.0069,0.9667,-0.0042,-0.0019,-0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.304000000,0.0000,0.0000,-1.5000,-0.0049,-0.0069,0.9665,-0.0044,-0.0020,-0.0044,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
33.328000000,0.0000,0.0000,-1.5000,-0.0049,-0.0069,0.9665,-0.0044,-0.0020,-0.0044,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.344000000,0.0000,0.0000,-1.5000,-0.0050,-0.0069,0.9662,-0.0044,-0.0025,-0.0042,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.364000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9661,-0.0040,-0.0027,-0.0043,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.384000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9661,-0.0040,-0.0027,-0.0043,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.404000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9661,-0.0040,-0.0027,-0.0043,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.424000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9660,-0.0034,-0.0025,-0.0037,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
33.444000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9659,-0.0026,-0.0023,-0.0037,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.464000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9659,-0.0026,-0.0023,-0.0037,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.484000000,0.0000,0.0000,-1.5000,-0.0051,-0.0069,0.9659,-0.0022,-0.0028,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.504000000,0.0000,0.0000,-1.5000,-0.0051,-0.0069,0.9659,-0.0022,-0.0028,-0.0041,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.524000000,0.0000,0.0000,-1.5000,-0.0051,-0.0068,0.9658,-0.0015,-0.0021,-0.0040,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.544000000,0.0000,0.0000,-1.5000,-0.0050,-0.0068,0.9658,-0.0013,-0.0017,-0.0035,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.564000000,0.0000,0.0000,-1.5000,-0.0050,-0.0068,0.9658,-0.0013,-0.0017,-0.0035,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.584000000,0.0000,0.0000,-1.5000,-0.0049,-0.0068,0.9658,-0.0014,-0.0019,-0.0037,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.604000000,0.0000,0.0000,-1.5000,-0.0049,-0.0068,0.9657,-0.0013,-0.0018,-0.0046,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.624000000,0.0000,0.0000,-1.5000,-0.0048,-0.0068,0.9657,-0.0015,-0.0020,-0.0035,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.644000000,0.0000,0.0000,-1.5000,-0.0048,-0.0068,0.9657,-0.0015,-0.0020,-0.0035,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.664000000,0.0000,0.0000,-1.5000,-0.0048,-0.0068,0.9658,-0.0013,-0.0025,-0.0028,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.684000000,0.0000,0.0000,-1.5000,-0.0048,-0.0068,0.9658,-0.0013,-0.0025,-0.0028,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.704000000,0.0000,0.0000,-1.5000,-0.0047,-0.0067,0.9659,-0.0009,-0.0023,-0.0015,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.724000000,0.0000,0.0000,-1.5000,-0.0047,-0.0067,0.9659,-0.0009,-0.0023,-0.0015,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
33.744000000,0.0000,0.0000,-1.5000,-0.0047,-0.0067,0.9660,-0.0012,-0.0021,-0.0016,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
33.764000000,0.0000,0.0000,-1.5000,-0.0046,-0.0068,0.9661,-0.0012,-0.0022,-0.0009,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.784000000,0.0000,0.0000,-1.5000,-0.0046,-0.0068,0.9662,-0.0013,-0.0019,-0.0012,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.808000000,0.0000,0.0000,-1.5000,-0.0046,-0.0068,0.9662,-0.0013,-0.0019,-0.0012,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.824000000,0.0000,0.0000,-1.5000,-0.0046,-0.0068,0.9662,-0.0012,-0.0015,-0.0012,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
33.848000000,0.0000,0.0000,-1.5000,-0.0045,-0.0067,0.9663,-0.0004,-0.0006,0.0001,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
33.864000000,0.0000,0.0000,-1.5000,-0.0045,-0.0067,0.9663,-0.0004,-0.0006,0.0001,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
33.884000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9664,-0.0005,-0.0001,-0.0001,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.904000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9664,-0.0005,-0.0001,-0.0001,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.924000000,0.0000,0.0000,-1.5000,-0.0044,-0.0066,0.9665,-0.0010,-0.0007,-0.0004,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.944000000,0.0000,0.0000,-1.5000,-0.0044,-0.0066,0.9665,-0.0012,-0.0010,-0.0007,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.964000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9666,-0.0012,-0.0007,-0.0008,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
33.984000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9666,-0.0012,-0.0007,-0.0008,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
34.004000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9666,-0.0012,-0.0009,-0.0004,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
34.024000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9666,-0.0012,-0.0009,-0.0004,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
34.044000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9666,-0.0012,-0.0009,-0.0004,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
34.064000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9667,-0.0011,-0.0007,-0.0001,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
34.084000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9667,-0.0017,-0.0012,-0.0010,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
34.104000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9667,-0.0017,-0.0013,-0.0016,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
34.124000000,0.0000,0.0000,-1.5000,-0.0044,-0.0065,0.9667,-0.0017,-0.0013,-0.0016,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
34.144000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9667,-0.0022,-0.0014,-0.0014,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.164000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9667,-0.0022,-0.0014,-0.0014,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.184000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9667,-0.0023,-0.0017,-0.0019,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.204000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9667,-0.0023,-0.0017,-0.0019,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.224000000,0.0000,0.0000,-1.5000,-0.0045,-0.0066,0.9667,-0.0027,-0.0013,-0.0014,-0.0000,-0.0000,0.0001,-0.0000,0.0000,0.0000,0.0000
34.244000000,0.0000,0.0000,-1.5000,-0.0046,-0.0066,0.9667,-0.0027,-0.0012,-0.0018,-0.0000,-0.0000,0.0001,-0.0000,0.0000,0.0000,0.0000
34.264000000,0.0000,0.0000,-1.5000,-0.0046,-0.0066,0.9667,-0.0027,-0.0012,-0.0018,-0.0000,-0.0000,0.0001,-0.0000,0.0000,0.0000,0.0000
34.284000000,0.0000,0.0000,-1.5000,-0.0046,-0.0066,0.9667,-0.0027,-0.0008,-0.0016,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.304000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9667,-0.0028,-0.0009,-0.0024,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.324000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9667,-0.0028,-0.0009,-0.0024,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.348000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0026,-0.0012,-0.0022,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
34.364000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0026,-0.0012,-0.0022,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
34.384000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0023,-0.0013,-0.0025,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.404000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0023,-0.0013,-0.0025,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.424000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0022,-0.0014,-0.0024,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.444000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0032,-0.0009,-0.0025,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.464000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0032,-0.0009,-0.0025,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.484000000,0.0000,0.0000,-1.5000,-0.0048,-0.0066,0.9668,-0.0022,-0.0013,-0.0029,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.504000000,0.0000,0.0000,-1.5000,-0.0048,-0.0066,0.9668,-0.0026,-0.0001,-0.0028,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.524000000,0.0000,0.0000,-1.5000,-0.0048,-0.0066,0.9668,-0.0026,-0.0001,-0.0028,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.544000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0025,-0.0001,-0.0021,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.564000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9668,-0.0025,-0.0001,-0.0021,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
34.584000000,0.0000,0.0000,-1.5000,-0.0047,-0.0066,0.9669,-0.0026,0.0000,-0.0018,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000
34.604000000,0.0000,0.0000,-1.5000,-0.0048,-0.0065,0.9669,-0.0026,0.0008,-0.0020,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.624000000,0.0000,0.0000,-1.5000,-0.0048,-0.0065,0.9669,-0.0040,-0.0002,-0.0026,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.644000000,0.0000,0.0000,-1.5000,-0.0049,-0.0065,0.9669,-0.0039,-0.0004,-0.0018,-0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.664000000,0.0000,0.0000,-1.5000,-0.0049,-0.0065,0.9669,-0.0039,-0.0004,-0.0018,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.696000000,0.0000,0.0000,-1.5000,-0.0049,-0.0065,0.9670,-0.0039,0.0001,-0.0004,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.704000000,0.0000,0.0000,-1.5000,-0.0049,-0.0065,0.9670,-0.0039,0.0001,-0.0004,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.728000000,0.0000,0.0000,-1.5000,-0.0050,-0.0065,0.9672,-0.0040,0.0001,-0.0007,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.744000000,0.0000,0.0000,-1.5000,-0.0050,-0.0065,0.9672,-0.0040,0.0001,-0.0007,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.768000000,0.0000,0.0000,-1.5000,-0.0050,-0.0065,0.9672,-0.0044,0.0004,-0.0008,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.784000000,0.0000,0.0000,-1.5000,-0.0051,-0.0064,0.9672,-0.0050,0.0015,-0.0020,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.804000000,0.0000,0.0000,-1.5000,-0.0052,-0.0063,0.9673,-0.0043,0.0019,-0.0019,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.824000000,0.0000,0.0000,-1.5000,-0.0052,-0.0063,0.9673,-0.0043,0.0019,-0.0019,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.844000000,0.0000,0.0000,-1.5000,-0.0052,-0.0063,0.9673,-0.0043,0.0019,-0.0019,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.864000000,0.0000,0.0000,-1.5000,-0.0052,-0.0062,0.9673,-0.0044,0.0027,-0.0025,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.884000000,0.0000,0.0000,-1.5000,-0.0052,-0.0062,0.9673,-0.0044,0.0027,-0.0025,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.904000000,0.0000,0.0000,-1.5000,-0.0052,-0.0061,0.9674,-0.0043,0.0032,-0.0017,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.924000000,0.0000,0.0000,-1.5000,-0.0053,-0.0060,0.9674,-0.0046,0.0040,-0.0020,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.944000000,0.0000,0.0000,-1.5000,-0.0053,-0.0060,0.9674,-0.0046,0.0040,-0.0020,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.964000000,0.0000,0.0000,-1.5000,-0.0053,-0.0058,0.9674,-0.0046,0.0045,-0.0026,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
34.984000000,0.0000,0.0000,-1.5000,-0.0054,-0.0057,0.9674,-0.0047,0.0051,-0.0024,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
35.004000000,0.0000,0.0000,-1.5000,-0.0054,-0.0056,0.9674,-0.0043,0.0052,-0.0026,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.024000000,0.0000,0.0000,-1.5000,-0.0054,-0.0056,0.9674,-0.0043,0.0052,-0.0026,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.044000000,0.0000,0.0000,-1.5000,-0.0054,-0.0054,0.9674,-0.0040,0.0054,-0.0022,0.0000,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.064000000,0.0000,0.0000,-1.5000,-0.0054,-0.0054,0.9674,-0.0040,0.0054,-0.0022,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.088000000,0.0000,0.0000,-1.5000,-0.0053,-0.0053,0.9674,-0.0038,0.0053,-0.0012,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.104000000,0.0000,0.0000,-1.5000,-0.0053,-0.0053,0.9674,-0.0038,0.0053,-0.0012,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.124000000,0.0000,0.0000,-1.5000,-0.0054,-0.0052,0.9675,-0.0042,0.0046,-0.0010,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.144000000,0.0000,0.0000,-1.5000,-0.0054,-0.0052,0.9675,-0.0042,0.0046,-0.0010,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.164000000,0.0000,0.0000,-1.5000,-0.0054,-0.0052,0.9675,-0.0042,0.0046,-0.0010,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.184000000,0.0000,0.0000,-1.5000,-0.0054,-0.0051,0.9675,-0.0046,0.0035,-0.0021,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.204000000,0.0000,0.0000,-1.5000,-0.0054,-0.0052,0.9675,-0.0045,0.0031,-0.0019,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
35.224000000,0.0000,0.0000,-1.5000,-0.0054,-0.0052,0.9675,-0.0045,0.0031,-0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.244000000,0.0000,0.0000,-1.5000,-0.0053,-0.0052,0.9675,-0.0047,0.0032,-0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.264000000,0.0000,0.0000,-1.5000,-0.0053,-0.0052,0.9675,-0.0047,0.0032,-0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.284000000,0.0000,0.0000,-1.5000,-0.0054,-0.0053,0.9675,-0.0051,0.0032,-0.0010,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.304000000,0.0000,0.0000,-1.5000,-0.0054,-0.0053,0.9675,-0.0055,0.0027,-0.0010,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.324000000,0.0000,0.0000,-1.5000,-0.0054,-0.0053,0.9675,-0.0055,0.0027,-0.0010,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.344000000,0.0000,0.0000,-1.5000,-0.0055,-0.0054,0.9675,-0.0056,0.0025,-0.0003,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.364000000,0.0000,0.0000,-1.5000,-0.0055,-0.0054,0.9675,-0.0056,0.0025,-0.0003,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.384000000,0.0000,0.0000,-1.5000,-0.0056,-0.0055,0.9675,-0.0060,0.0025,-0.0003,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.404000000,0.0000,0.0000,-1.5000,-0.0056,-0.0055,0.9676,-0.0050,0.0028,0.0001,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
35.424000000,0.0000,0.0000,-1.5000,-0.0056,-0.0055,0.9676,-0.0050,0.0028,0.0001,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
