32.48,0,0,-1.5,-0.0047,-0.0072,0.019,-0.0012,-0.0046,0.0027,-0,-0,0.0001,0,0,0,0
32.484,0,0,-1.5,-0.0047,-0.0073,0.0191,-0.0014,-0.0036,0.0019,-0,-0,0.0001,0,0,0,0
32.504,0,0,-1.5,-0.0047,-0.0073,0.0191,-0.0014,-0.0036,0.0019,-0,-0,0.0001,0,0,0,0
32.524,0,0,-1.5,-0.0047,-0.0073,0.0191,-0.0014,-0.0036,0.0019,-0,-0,0.0001,0,0,0,0
32.544,0,0,-1.5,-0.0046,-0.0072,0.0191,-0.0009,-0.0034,0.002,-0,-0,0.0001,0,0,0,0
32.564,0,0,-1.5,-0.0046,-0.0072,0.0191,-0.0009,-0.0034,0.002,-0,-0,0.0001,0,0,0,0
32.584,0,0,-1.5,-0.0046,-0.0072,0.0192,-0.0006,-0.0034,0.002,-0,-0,-0.0001,-0,0,0,0
32.604,0,0,-1.5,-0.0046,-0.0072,0.0192,-0.0011,-0.0031,0.0019,-0,-0,-0.0001,-0,0,0,0
32.624,0,0,-1.5,-0.0046,-0.0072,0.0192,-0.0011,-0.0031,0.0019,0,-0,0.0001,0,0,0,0
32.644,0,0,-1.5,-0.0046,-0.0072,0.0192,-0.0011,-0.0035,0.0011,0,-0,0.0001,0,0,0,0
32.664,0,0,-1.5,-0.0045,-0.0072,0.0192,-0.0008,-0.0023,0.001,0,-0,0.0001,0,0,0,0
32.684,0,0,-1.5,-0.0045,-0.0072,0.0192,-0.0008,-0.0023,0.001,0,-0,0.0001,0,0,0,0
32.704,0,0,-1.5,-0.0045,-0.0071,0.0191,-0.0009,-0.002,0.001,0,-0,0.0001,0,0,0,0
32.724,0,0,-1.5,-0.0045,-0.0071,0.0191,-0.0009,-0.002,0.001,0,-0,0.0001,0,0,0,0
32.744,0,0,-1.5,-0.0045,-0.007,0.0191,-0.0012,-0.0023,0.001,0,-0,-0.0001,0,0,0,0
32.764,0,0,-1.5,-0.0045,-0.007,0.019,-0.0011,-0.0019,0.0009,0,-0,-0.0001,0,0,0,0
32.784,0,0,-1.5,-0.0045,-0.007,0.019,-0.0011,-0.0019,0.0009,0,-0,0.0001,0,0,0,0
32.804,0,0,-1.5,-0.0045,-0.007,0.019,-0.0003,-0.0021,0.0008,0,-0,0.0001,0,0,0,0
32.824,0,0,-1.5,-0.0044,-0.007,0.019,-0.0004,-0.0023,0.0006,0,-0,0.0001,0,0,0,0
32.844,0,0,-1.5,-0.0044,-0.007,0.019,-0.0004,-0.0023,0.0006,0,-0,0,0,0,0,0
32.864,0,0,-1.5,-0.0044,-0.007,0.019,-0.0005,-0.0025,0.0006,0,-0,0,0,0,0,0
32.884,0,0,-1.5,-0.0044,-0.007,0.019,-0.0005,-0.0025,0.0006,0,-0,0,0,0,0,0
32.904,0,0,-1.5,-0.0043,-0.0069,0.0189,-0.0003,-0.0024,0.0018,0,-0,0.0001,0,0,0,0
32.924,0,0,-1.5,-0.0043,-0.0069,0.0189,-0.0005,-0.0028,0.0017,0,-0,0.0001,0,0,0,0
32.944,0,0,-1.5,-0.0043,-0.0069,0.0188,-0.0003,-0.003,0.0004,0,-0,0,0,0,0,0
32.964,0,0,-1.5,-0.0043,-0.0069,0.0188,-0.0003,-0.003,0.0004,0,-0,0,0,0,0,0
32.984,0,0,-1.5,-0.0043,-0.007,0.0186000000000001,-0.0015,-0.0039,-0.0022,0,-0,0,0,0,0,0
33.004,0,0,-1.5,-0.0043,-0.007,0.0184000000000001,-0.0013,-0.004,-0.0015,0,-0,-0.0001,0,0,0,0
33.028,0,0,-1.5,-0.0043,-0.007,0.0184000000000001,-0.0013,-0.004,-0.0015,0,-0,-0.0001,0,0,0,0
33.044,0,0,-1.5,-0.0043,-0.007,0.0182,-0.0012,-0.0036,-0.0016,0,-0,-0.0001,0,0,0,0
33.064,0,0,-1.5,-0.0044,-0.0071,0.0179,-0.0032,-0.0031,-0.0049,0,0,0,0,0,0,0
33.084,0,0,-1.5,-0.0044,-0.0071,0.0179,-0.0032,-0.0031,-0.0049,0,0,0,0,0,0,0
33.104,0,0,-1.5,-0.0044,-0.0071,0.0179,-0.0032,-0.0031,-0.0049,0,0,0,0,0,0,0
33.124,0,0,-1.5,-0.0045,-0.0071,0.0175000000000001,-0.0032,-0.0027,-0.0061,0,0,0,0,0,0,0
33.144,0,0,-1.5,-0.0045,-0.0071,0.0175000000000001,-0.0032,-0.0027,-0.0061,0,0,0.0001,0,0,0,0
33.164,0,0,-1.5,-0.0046,-0.0071,0.0173000000000001,-0.0044,-0.0029,-0.0033,0,0,0.0001,0,0,0,0
33.184,0,0,-1.5,-0.0046,-0.0071,0.0173000000000001,-0.0044,-0.0029,-0.0033,0,0,0.0001,0,0,0,0
33.208,0,0,-1.5,-0.0046,-0.0071,0.0173000000000001,-0.0044,-0.0029,-0.0033,0,0,0,0,0,0,0
33.228,0,0,-1.5,-0.0047,-0.007,0.0171,-0.0043,-0.0026,-0.0037,0,0,0,0,0,0,0
33.244,0,0,-1.5,-0.0048,-0.007,0.0169,-0.0041,-0.002,-0.004,0,0,0,0,0,0,0
33.264,0,0,-1.5,-0.0048,-0.0069,0.0167,-0.0042,-0.0019,-0.0045,0,0,0,0,0,0,0
33.284,0,0,-1.5,-0.0048,-0.0069,0.0167,-0.0042,-0.0019,-0.0045,0,0,0,0,0,0,0
33.304,0,0,-1.5,-0.0049,-0.0069,0.0165000000000001,-0.0044,-0.002,-0.0044,0,0,0.0001,0,0,0,0
33.328,0,0,-1.5,-0.0049,-0.0069,0.0165000000000001,-0.0044,-0.002,-0.0044,0,0,-0,0,0,0,0
33.344,0,0,-1.5,-0.005,-0.0069,0.0162,-0.0044,-0.0025,-0.0042,0,0,-0,0,0,0,0
33.364,0,0,-1.5,-0.0051,-0.0068,0.0161,-0.004,-0.0027,-0.0043,0,0,-0.0001,0,0,0,0
33.384,0,0,-1.5,-0.0051,-0.0068,0.0161,-0.004,-0.0027,-0.0043,0,0,-0.0001,0,0,0,0
33.404,0,0,-1.5,-0.0051,-0.0068,0.0161,-0.004,-0.0027,-0.0043,0,0,-0.0001,0,0,0,0
33.424,0,0,-1.5,-0.0051,-0.0068,0.016,-0.0034,-0.0025,-0.0037,0,0,-0.0001,0,0,0,0
33.444,0,0,-1.5,-0.0051,-0.0068,0.0159,-0.0026,-0.0023,-0.0037,0,0,-0,0,0,0,0
33.464,0,0,-1.5,-0.0051,-0.0068,0.0159,-0.0026,-0.0023,-0.0037,0,0,-0,0,0,0,0
33.484,0,0,-1.5,-0.0051,-0.0069,0.0159,-0.0022,-0.0028,-0.0041,0,0,0,0,0,0,0
33.504,0,0,-1.5,-0.0051,-0.0069,0.0159,-0.0022,-0.0028,-0.0041,0,0,-0,0,0,0,0
33.524,0,0,-1.5,-0.0051,-0.0068,0.0158,-0.0015,-0.0021,-0.004,0,0,-0,0,0,0,0
33.544,0,0,-1.5,-0.005,-0.0068,0.0158,-0.0013,-0.0017,-0.0035,0,0,-0,0,0,0,0
33.564,0,0,-1.5,-0.005,-0.0068,0.0158,-0.0013,-0.0017,-0.0035,0,0,-0,0,0,0,0
33.584,0,0,-1.5,-0.0049,-0.0068,0.0158,-0.0014,-0.0019,-0.0037,0,0,-0,0,0,0,0
33.604,0,0,-1.5,-0.0049,-0.0068,0.0157,-0.0013,-0.0018,-0.0046,0,0,-0,0,0,0,0
33.624,0,0,-1.5,-0.0048,-0.0068,0.0157,-0.0015,-0.002,-0.0035,0,0,-0,0,0,0,0
33.644,0,0,-1.5,-0.0048,-0.0068,0.0157,-0.0015,-0.002,-0.0035,0,0,-0,0,0,0,0
33.664,0,0,-1.5,-0.0048,-0.0068,0.0158,-0.0013,-0.0025,-0.0028,0,0,-0,0,0,0,0
33.684,0,0,-1.5,-0.0048,-0.0068,0.0158,-0.0013,-0.0025,-0.0028,0,0,-0,0,0,0,0
33.704,0,0,-1.5,-0.0047,-0.0067,0.0159,-0.0009,-0.0023,-0.0015,0,0,-0,0,0,0,0
33.724,0,0,-1.5,-0.0047,-0.0067,0.0159,-0.0009,-0.0023,-0.0015,-0,0,-0.0001,-0,0,0,0
33.744,0,0,-1.5,-0.0047,-0.0067,0.016,-0.0012,-0.0021,-0.0016,-0,0,-0.0001,-0,0,0,0
33.764,0,0,-1.5,-0.0046,-0.0068,0.0161,-0.0012,-0.0022,-0.0009,-0,0,0,0,0,0,0
33.784,0,0,-1.5,-0.0046,-0.0068,0.0162,-0.0013,-0.0019,-0.0012,-0,0,-0,0,0,0,0
33.808,0,0,-1.5,-0.0046,-0.0068,0.0162,-0.0013,-0.0019,-0.0012,-0,0,-0,0,0,0,0
33.824,0,0,-1.5,-0.0046,-0.0068,0.0162,-0.0012,-0.0015,-0.0012,-0,0,-0.0001,-0,0,0,0
33.848,0,0,-1.5,-0.0045,-0.0067,0.0163000000000001,-0.0004,-0.0006,0.0001,-0,0,-0.0001,-0,0,0,0
33.864,0,0,-1.5,-0.0045,-0.0067,0.0163000000000001,-0.0004,-0.0006,0.0001,-0,0,-0.0001,-0,0,0,0
33.884,0,0,-1.5,-0.0045,-0.0066,0.0164000000000001,-0.0005,-0.0001,-0.0001,-0,0,-0,0,0,0,0
33.904,0,0,-1.5,-0.0045,-0.0066,0.0164000000000001,-0.0005,-0.0001,-0.0001,-0,0,-0,0,0,0,0
33.924,0,0,-1.5,-0.0044,-0.0066,0.0165000000000001,-0.001,-0.0007,-0.0004,-0,0,-0,0,0,0,0
33.944,0,0,-1.5,-0.0044,-0.0066,0.0165000000000001,-0.0012,-0.001,-0.0007,-0,0,-0,0,0,0,0
33.964,0,0,-1.5,-0.0044,-0.0065,0.0166000000000001,-0.0012,-0.0007,-0.0008,-0,0,-0,0,0,0,0
33.984,0,0,-1.5,-0.0044,-0.0065,0.0166000000000001,-0.0012,-0.0007,-0.0008,-0,0,-0,0,0,0,0
34.004,0,0,-1.5,-0.0044,-0.0065,0.0166000000000001,-0.0012,-0.0009,-0.0004,-0,0,-0,0,0,0,0
34.024,0,0,-1.5,-0.0044,-0.0065,0.0166000000000001,-0.0012,-0.0009,-0.0004,-0,0,-0,0,0,0,0
34.044,0,0,-1.5,-0.0044,-0.0065,0.0166000000000001,-0.0012,-0.0009,-0.0004,-0,0,-0,0,0,0,0
34.064,0,0,-1.5,-0.0044,-0.0065,0.0167,-0.0011,-0.0007,-0.0001,-0,0,-0,0,0,0,0
34.084,0,0,-1.5,-0.0044,-0.0065,0.0167,-0.0017,-0.0012,-0.001,-0,0,-0,0,0,0,0
34.104,0,0,-1.5,-0.0044,-0.0065,0.0167,-0.0017,-0.0013,-0.0016,-0,-0,-0.0001,-0,0,0,0
34.124,0,0,-1.5,-0.0044,-0.0065,0.0167,-0.0017,-0.0013,-0.0016,-0,-0,-0.0001,-0,0,0,0
34.144,0,0,-1.5,-0.0045,-0.0066,0.0167,-0.0022,-0.0014,-0.0014,-0,-0,0,0,0,0,0
34.164,0,0,-1.5,-0.0045,-0.0066,0.0167,-0.0022,-0.0014,-0.0014,-0,-0,0,0,0,0,0
34.184,0,0,-1.5,-0.0045,-0.0066,0.0167,-0.0023,-0.0017,-0.0019,-0,-0,0,0,0,0,0
34.204,0,0,-1.5,-0.0045,-0.0066,0.0167,-0.0023,-0.0017,-0.0019,-0,-0,0,0,0,0,0
34.224,0,0,-1.5,-0.0045,-0.0066,0.0167,-0.0027,-0.0013,-0.0014,-0,-0,0.0001,-0,0,0,0
34.244,0,0,-1.5,-0.0046,-0.0066,0.0167,-0.0027,-0.0012,-0.0018,-0,-0,0.0001,-0,0,0,0
34.264,0,0,-1.5,-0.0046,-0.0066,0.0167,-0.0027,-0.0012,-0.0018,-0,-0,0.0001,-0,0,0,0
34.284,0,0,-1.5,-0.0046,-0.0066,0.0167,-0.0027,-0.0008,-0.0016,-0,-0,0,0,0,0,0
34.304,0,0,-1.5,-0.0047,-0.0066,0.0167,-0.0028,-0.0009,-0.0024,-0,-0,0,0,0,0,0
34.324,0,0,-1.5,-0.0047,-0.0066,0.0167,-0.0028,-0.0009,-0.0024,-0,-0,0,0,0,0,0
34.348,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0026,-0.0012,-0.0022,-0,-0,-0.0001,-0,0,0,0
34.364,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0026,-0.0012,-0.0022,-0,-0,-0.0001,-0,0,0,0
34.384,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0023,-0.0013,-0.0025,-0,-0,0.0001,0,0,0,0
34.404,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0023,-0.0013,-0.0025,-0,-0,0.0001,0,0,0,0
34.424,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0022,-0.0014,-0.0024,-0,-0,0,0,0,0,0
34.444,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0032,-0.0009,-0.0025,-0,-0,0.0001,0,0,0,0
34.464,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0032,-0.0009,-0.0025,-0,-0,0.0001,0,0,0,0
34.484,0,0,-1.5,-0.0048,-0.0066,0.0168,-0.0022,-0.0013,-0.0029,-0,-0,0.0001,0,0,0,0
34.504,0,0,-1.5,-0.0048,-0.0066,0.0168,-0.0026,-0.0001,-0.0028,-0,-0,0.0001,0,0,0,0
34.524,0,0,-1.5,-0.0048,-0.0066,0.0168,-0.0026,-0.0001,-0.0028,-0,-0,0.0001,0,0,0,0
34.544,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0025,-0.0001,-0.0021,-0,-0,0.0001,0,0,0,0
34.564,0,0,-1.5,-0.0047,-0.0066,0.0168,-0.0025,-0.0001,-0.0021,-0,-0,-0.0001,-0,0,0,0
34.584,0,0,-1.5,-0.0047,-0.0066,0.0169,-0.0026,0,-0.0018,-0,-0,-0.0001,-0,0,0,0
34.604,0,0,-1.5,-0.0048,-0.0065,0.0169,-0.0026,0.0008,-0.002,-0,-0,0.0001,0,0,0,0
34.624,0,0,-1.5,-0.0048,-0.0065,0.0169,-0.004,-0.0002,-0.0026,-0,-0,0.0001,0,0,0,0
34.644,0,0,-1.5,-0.0049,-0.0065,0.0169,-0.0039,-0.0004,-0.0018,-0,-0,0.0001,0,0,0,0
34.664,0,0,-1.5,-0.0049,-0.0065,0.0169,-0.0039,-0.0004,-0.0018,0,-0,0.0001,0,0,0,0
34.696,0,0,-1.5,-0.0049,-0.0065,0.017,-0.0039,0.0001,-0.0004,0,-0,0.0001,0,0,0,0
34.704,0,0,-1.5,-0.0049,-0.0065,0.017,-0.0039,0.0001,-0.0004,0,-0,0.0001,0,0,0,0
34.728,0,0,-1.5,-0.005,-0.0065,0.0172,-0.004,0.0001,-0.0007,0,-0,0.0001,0,0,0,0
34.744,0,0,-1.5,-0.005,-0.0065,0.0172,-0.004,0.0001,-0.0007,0,-0,0.0001,0,0,0,0
34.768,0,0,-1.5,-0.005,-0.0065,0.0172,-0.0044,0.0004,-0.0008,0,-0,0.0001,0,0,0,0
34.784,0,0,-1.5,-0.0051,-0.0064,0.0172,-0.005,0.0015,-0.002,0,-0,0.0001,0,0,0,0
34.804,0,0,-1.5,-0.0052,-0.0063,0.0173000000000001,-0.0043,0.0019,-0.0019,0,-0,0.0001,0,0,0,0
34.824,0,0,-1.5,-0.0052,-0.0063,0.0173000000000001,-0.0043,0.0019,-0.0019,0,-0,0.0001,0,0,0,0
34.844,0,0,-1.5,-0.0052,-0.0063,0.0173000000000001,-0.0043,0.0019,-0.0019,0,-0,0.0001,0,0,0,0
34.864,0,0,-1.5,-0.0052,-0.0062,0.0173000000000001,-0.0044,0.0027,-0.0025,0,-0,0.0001,0,0,0,0
34.884,0,0,-1.5,-0.0052,-0.0062,0.0173000000000001,-0.0044,0.0027,-0.0025,0,-0,0.0001,0,0,0,0
34.904,0,0,-1.5,-0.0052,-0.0061,0.0174000000000001,-0.0043,0.0032,-0.0017,0,-0,0,0,0,0,0
34.924,0,0,-1.5,-0.0053,-0.006,0.0174000000000001,-0.0046,0.004,-0.002,0,-0,0,0,0,0,0
34.944,0,0,-1.5,-0.0053,-0.006,0.0174000000000001,-0.0046,0.004,-0.002,0,-0,0.0001,0,0,0,0
34.964,0,0,-1.5,-0.0053,-0.0058,0.0174000000000001,-0.0046,0.0045,-0.0026,0,-0,0.0001,0,0,0,0
34.984,0,0,-1.5,-0.0054,-0.0057,0.0174000000000001,-0.0047,0.0051,-0.0024,0,-0,0.0001,0,0,0,0
35.004,0,0,-1.5,-0.0054,-0.0056,0.0174000000000001,-0.0043,0.0052,-0.0026,0,-0,-0.0001,0,0,0,0
35.024,0,0,-1.5,-0.0054,-0.0056,0.0174000000000001,-0.0043,0.0052,-0.0026,0,-0,-0.0001,0,0,0,0
35.044,0,0,-1.5,-0.0054,-0.0054,0.0174000000000001,-0.004,0.0054,-0.0022,0,-0,-0.0001,0,0,0,0
35.064,0,0,-1.5,-0.0054,-0.0054,0.0174000000000001,-0.004,0.0054,-0.0022,0,-0,0,0,0,0,0
35.088,0,0,-1.5,-0.0053,-0.0053,0.0174000000000001,-0.0038,0.0053,-0.0012,0,-0,0,0,0,0,0
35.104,0,0,-1.5,-0.0053,-0.0053,0.0174000000000001,-0.0038,0.0053,-0.0012,0,-0,0,0,0,0,0
35.124,0,0,-1.5,-0.0054,-0.0052,0.0175000000000001,-0.0042,0.0046,-0.001,0,0,-0.0001,0,0,0,0
35.144,0,0,-1.5,-0.0054,-0.0052,0.0175000000000001,-0.0042,0.0046,-0.001,0,0,-0.0001,0,0,0,0
35.164,0,0,-1.5,-0.0054,-0.0052,0.0175000000000001,-0.0042,0.0046,-0.001,0,0,-0.0001,0,0,0,0
35.184,0,0,-1.5,-0.0054,-0.0051,0.0175000000000001,-0.0046,0.0035,-0.0021,0,0,-0.0001,0,0,0,0
35.204,0,0,-1.5,-0.0054,-0.0052,0.0175000000000001,-0.0045,0.0031,-0.0019,0,0,-0.0001,0,0,0,0
35.224,0,0,-1.5,-0.0054,-0.0052,0.0175000000000001,-0.0045,0.0031,-0.0019,0,0,0,0,0,0,0
35.244,0,0,-1.5,-0.0053,-0.0052,0.0175000000000001,-0.0047,0.0032,-0.0015,0,0,0,0,0,0,0
35.264,0,0,-1.5,-0.0053,-0.0052,0.0175000000000001,-0.0047,0.0032,-0.0015,0,0,0,0,0,0,0
35.284,0,0,-1.5,-0.0054,-0.0053,0.0175000000000001,-0.0051,0.0032,-0.001,0,0,-0,0,0,0,0
