Time,Des_Pos_X,Des_Pos_Y,Des_Pos_Z,X,Y,Z,Alpha,Beta
0.32,0.0265485934986032,-0.0265485940104216,-2.60286226438438,0.00390843785423843,-0.00390843877911469,-1.60337497245741,-0.0226478959409479,-0.0226420902264746
0.34,0.0284355731041759,-0.0284355735682497,-2.61172772084483,0.00470610205874999,-0.00470610319724843,-1.61229096724818,-0.0237383834913212,-0.0237316985724963
0.36,0.0303343272904777,-0.030334327735736,-2.62057687305454,0.00559826728075531,-0.00559826851749784,-1.62118893300846,-0.0247461559178726,-0.0247385832577012
0.38,0.0322511350590963,-0.0322511358960579,-2.62938612942739,0.00658837689896293,-0.00658837829536319,-1.63004492357428,-0.0256740326688629,-0.0256655758129677
0.4,0.0341896668664975,-0.0341896680799106,-2.63813488289565,0.00767955966055401,-0.00767956126709854,-1.63883791579693,-0.0265225366035678,-0.0265132133427838
0.42,0.0361536653487377,-0.0361536659473086,-2.64680539869211,0.00887467072462514,-0.00887467245105059,-1.64754981929005,-0.0272925370709671,-0.0272823790055175
0.44,0.0381493560473637,-0.0381493570621098,-2.65538272125097,0.0101763301432062,-0.0101763320064495,-1.65616551779068,-0.0279876294678523,-0.0279766752923326
0.46,0.0401811786240021,-0.04018118066681,-2.66385396457635,0.0115868879471571,-0.01158689000507,-1.66467193257105,-0.0286098904888627,-0.0285981887193756
0.48,0.0422526533513702,-0.0422526545540635,-2.67220816560258,0.0131084410792622,-0.013108443265794,-1.67305791171709,-0.0291607291277369,-0.0291483396265264
0.5,0.0443692592768488,-0.0443692603174891,-2.68043632298182,0.0147428717049577,-0.0147428740099259,-1.68131443132205,-0.0296437381385444,-0.029630723244102
0.52,0.0465355430411714,-0.0465355454543696,-2.68853091754166,0.0164918298557936,-0.0164918323200772,-1.68943394997588,-0.0300618090859355,-0.0300482347217914
0.54,0.0487548612393575,-0.0487548635020742,-2.69648568206625,0.0183567403163759,-0.0183567429182362,-1.69741015513682,-0.030416864942883,-0.0304028044131712
0.56,0.0510313810876495,-0.051031382469845,-2.70429566560144,0.020338826728044,-0.0203388294420473,-1.70523814258511,-0.0307118477119081,-0.0306973753028512
0.58,0.0533692465569572,-0.0533692487008659,-2.71195705584568,0.0224391113004149,-0.0224391141361086,-1.71291418714142,-0.0309498810919625,-0.030935069053109
0.6,0.0557717064806127,-0.0557717096615113,-2.71946684455847,0.0246584223510199,-0.0246584253251707,-1.72043535001565,-0.0311333839654245,-0.0311183061164096
0.62,0.0582416902464357,-0.0582416926447333,-2.72682282341946,0.0269974030061447,-0.0269974060921918,-1.7277995058374,-0.0312646413157695,-0.0312493729488186
0.64,0.0607825308993068,-0.0607825330481779,-2.73402365676696,0.0294565178594037,-0.0294565210477782,-1.73500545779401,-0.0313465270178381,-0.0313311387728338
0.66,0.0633970351817446,-0.0633970381611379,-2.74106858567027,0.0320360616566314,-0.0320360649589755,-1.74205258044344,-0.0313815570299869,-0.0313661164435543
0.68,0.0660875431644251,-0.0660875464570878,-2.74795731325566,0.0347361687646142,-0.0347361721815424,-1.74894070545864,-0.0313719391951273,-0.031356512595793
0.7,0.0688563330609682,-0.0688563360901094,-2.75469006147702,0.0375568169533813,-0.0375568204746215,-1.75567020150743,-0.0313199785842428,-0.0313046288409783
0.72,0.0717055162387744,-0.0717055192640687,-2.76126756932474,0.0404978276971971,-0.04049783131202,-1.7622419638528,-0.0312279712213515,-0.0312127563940376
0.74,0.0746369032662,-0.074636906507236,-2.76769085849435,0.0435588853011566,-0.0435588890162028,-1.76865716855783,-0.0310980488033581,-0.0310830228893595
0.76,0.0776521324014188,-0.0776521364525035,-2.77396117989517,0.0467395443410888,-0.0467395481723425,-1.77491722501369,-0.0309323011971786,-0.0309175134621704
0.78,0.080752788106166,-0.0807527961385245,-2.78008004315577,0.0500392326135142,-0.0500392366062395,-1.78102381111983,-0.0307328938814884,-0.0307183863415505
0.8,0.0839396716543526,-0.0839396820493908,-2.78604947977174,0.0534572190590681,-0.0534572231479781,-1.78697909196961,-0.030501359805891,-0.0304871751840032
0.82,0.0872135494036339,-0.0872135577292805,-2.79187161156507,0.056992667568396,-0.0569926716818926,-1.79278533083271,-0.0302393042383021,-0.0302254838573082
